,user_ids
35234,J-9328-2015
35235,G-1360-2012
35236,B-4983-2008
35237,C-6685-2014
35238,E-8907-2012
35239,F-9562-2010
35240,I-1232-2018
35241,C-6167-2012
35242,C-5357-2013
35243,F-6623-2010
35244,A-6633-2009
35245,A-3439-2008
35246,K-3227-2013
35247,A-7913-2009
35248,Q-1244-2016
35249,O-9806-2017
35250,B-1737-2013
35251,D-7601-2013
35252,K-3665-2015
35253,N-6605-2017
35254,B-1841-2009
35255,M-3986-2015
35256,E-1992-2014
35257,B-4756-2017
35258,B-2278-2009
35259,H-3775-2011
35260,A-5809-2009
35261,A-6705-2016
35262,E-9820-2013
35263,Q-7876-2017
35264,M-9346-2017
35265,P-9026-2014
35266,C-1228-2013
35267,C-3131-2014
35268,B-6133-2017
35269,F-5841-2014
35270,A-5168-2014
35271,F-7768-2012
35272,G-3975-2011
35273,C-7124-2017
35274,O-8179-2016
35275,B-7685-2013
35276,H-6376-2015
35277,R-6192-2016
35278,G-8633-2016
35279,D-8175-2014
35280,B-3854-2010
35281,A-2170-2013
35282,H-2995-2013
35283,E-3189-2011
35284,B-8611-2012
35285,H-4843-2013
35286,F-2342-2011
35287,G-1651-2012
35288,A-4417-2008
35289,D-5562-2012
35290,C-6068-2012
35291,C-6013-2014
35292,F-8930-2013
35293,C-9197-2016
35294,F-2814-2015
35295,J-9181-2013
35296,C-1781-2017
35297,C-3036-2013
35298,C-4179-2015
35299,G-5707-2010
35300,L-7722-2014
35301,D-4883-2013
35302,K-1056-2012
35303,A-6245-2016
35304,D-6304-2012
35305,P-1360-2016
35306,K-6306-2012
35307,A-7046-2009
35308,F-6108-2013
35309,E-9294-2015
35310,N-3546-2013
35311,H-7040-2014
35312,I-1092-2018
35313,E-6920-2015
35314,A-1574-2013
35315,F-5485-2011
35316,F-2383-2010
35317,N-9009-2017
35318,M-5286-2016
35319,A-4350-2011
35320,A-5268-2009
35321,K-1328-2018
35322,K-1941-2012
35323,A-6881-2010
35324,D-1698-2011
35325,E-3193-2011
35326,D-2809-2012
35327,B-2132-2010
35328,D-3447-2014
35329,A-3674-2008
35330,B-9118-2013
35331,E-3192-2011
35332,D-1518-2014
35333,F-5012-2013
35334,O-5402-2016
35335,E-5554-2013
35336,C-2125-2015
35337,B-3176-2018
35338,B-9381-2013
35339,G-4929-2012
35340,A-3931-2013
35341,N-8571-2013
35342,G-1844-2010
35343,C-7021-2018
35344,K-7893-2012
35345,F-2424-2014
35346,G-9349-2011
35347,O-3389-2013
35348,K-3632-2012
35349,A-7034-2016
35350,G-8378-2015
35351,P-1369-2014
35352,K-4175-2012
35353,K-2134-2015
35354,N-8465-2016
35355,G-1236-2011
35356,P-5288-2014
35357,I-9104-2012
35358,E-5541-2015
35359,K-4132-2012
35360,T-4093-2017
35361,B-5435-2017
35362,D-4156-2009
35363,J-6268-2013
35364,H-3132-2017
35365,E-8260-2010
35366,J-8191-2012
35367,A-7883-2009
35368,R-1560-2017
35369,E-8802-2017
35370,G-2194-2010
35371,I-7328-2017
35372,K-9485-2016
35373,C-6619-2017
35374,A-2131-2013
35375,F-5032-2010
35376,N-5166-2015
35377,W-3808-2017
35378,D-8772-2013
35379,B-3046-2011
35380,B-6596-2009
35381,B-3385-2014
35382,E-3991-2017
35383,G-3591-2017
35384,D-2477-2009
35385,A-5687-2012
35386,D-4685-2011
35387,G-9210-2011
35388,G-7918-2016
35389,A-8477-2013
35390,G-8771-2012
35391,N-4076-2017
35392,I-8874-2014
35393,N-8807-2015
35394,I-1944-2013
35395,D-2244-2017
35396,B-7099-2009
35397,J-6141-2014
35398,F-2035-2010
35399,H-7323-2012
35400,F-5041-2014
35401,A-8895-2009
35402,P-4356-2018
35403,B-2888-2009
35404,B-1296-2008
35405,D-2545-2011
35406,F-3021-2017
35407,D-3952-2013
35408,S-6417-2017
35409,P-4605-2014
35410,A-7643-2017
35411,F-9795-2011
35412,A-7630-2009
35413,K-2010-2014
35414,G-3826-2012
35415,A-3865-2009
35416,E-2632-2014
35417,M-1733-2016
35418,A-6937-2010
35419,A-7367-2015
35420,S-5328-2017
35421,A-6430-2008
35422,J-7190-2017
35423,A-2340-2008
35424,M-8866-2015
35425,C-8507-2013
35426,P-4622-2017
35427,A-9658-2009
35428,E-9251-2011
35429,C-8020-2015
35430,B-7740-2015
35431,I-2122-2012
35432,L-9952-2017
35433,G-1229-2018
35434,J-9786-2015
35435,C-9294-2016
35436,C-7939-2016
35437,D-4086-2012
35438,J-5989-2017
35439,A-4535-2009
35440,M-9207-2016
35441,M-2076-2015
35442,J-9541-2015
35443,H-3504-2013
35444,E-9262-2017
35445,G-2319-2015
35446,B-1999-2012
35447,K-9321-2015
35448,I-5865-2014
35449,D-3445-2014
35450,G-3677-2014
35451,L-1248-2015
35452,M-9395-2017
35453,C-6466-2008
35454,B-8993-2008
35455,A-9551-2009
35456,E-4056-2010
35457,H-8030-2016
35458,L-9462-2016
35459,D-9363-2014
35460,R-5618-2016
35461,H-4117-2018
35462,F-3387-2010
35463,I-5493-2013
35464,F-8983-2012
35465,C-4630-2015
35466,A-1085-2015
35467,A-1863-2012
35468,G-9205-2013
35469,Q-5325-2016
35470,B-6446-2013
35471,P-5187-2015
35472,E-3195-2011
35473,U-3155-2017
35474,T-2210-2017
35475,B-9418-2014
35476,I-8116-2016
35477,H-4447-2013
35478,C-8205-2015
35479,K-6264-2015
35480,G-1679-2011
35481,A-4949-2012
35482,B-9747-2011
35483,A-7367-2009
35484,G-1379-2016
35485,E-6398-2012
35486,B-8116-2015
35487,A-5157-2012
35488,F-7634-2013
35489,E-5831-2011
35490,O-2838-2017
35491,L-9815-2013
35492,B-5622-2017
35493,Q-8217-2017
35494,E-7891-2015
35495,E-5618-2014
35496,N-2979-2014
35497,A-4297-2013
35498,A-7756-2009
35499,C-2282-2013
35500,D-5091-2009
35501,Q-1428-2017
35502,B-9093-2015
35503,H-9391-2017
35504,C-5585-2008
35505,P-2634-2014
35506,F-8070-2011
35507,O-2601-2013
35508,B-6091-2016
35509,B-4436-2015
35510,N-9325-2018
35511,E-3650-2014
35512,G-2374-2014
35513,M-6823-2016
35514,K-8782-2012
35515,B-9272-2016
35516,G-1149-2015
35517,B-4566-2012
35518,A-4843-2011
35519,A-3689-2014
35520,N-9861-2014
35521,M-5833-2014
35522,Q-3652-2016
35523,C-5992-2016
35524,O-4079-2018
35525,G-1890-2011
35526,O-4845-2014
35527,O-7439-2016
35528,I-7282-2013
35529,O-3681-2017
35530,L-9477-2017
35531,O-7410-2016
35532,C-8824-2011
35533,B-9215-2008
35534,M-3139-2014
35535,G-2971-2013
35536,N-9766-2013
35537,B-7325-2013
35538,C-3760-2015
35539,D-1365-2011
35540,K-9157-2016
35541,G-6550-2011
35542,K-4747-2012
35543,F-4565-2017
35544,G-1897-2011
35545,H-8642-2012
35546,M-8103-2016
35547,K-6293-2015
35548,C-6653-2017
35549,C-6508-2009
35550,A-8040-2013
35551,C-2658-2008
35552,A-5759-2016
35553,S-2544-2016
35554,E-5499-2010
35555,A-1025-2007
35556,I-3604-2012
35557,B-7165-2009
35558,B-8744-2013
35559,F-5847-2012
35560,B-3766-2012
35561,C-5438-2016
35562,F-7964-2010
35563,D-6041-2013
35564,C-2286-2015
35565,L-1536-2016
35566,B-8454-2017
35567,B-4607-2017
35568,E-8863-2012
35569,D-1719-2011
35570,C-2974-2011
35571,K-2047-2014
35572,B-1540-2012
35573,H-6549-2013
35574,F-9026-2015
35575,K-6732-2015
35576,B-7268-2013
35577,G-8427-2015
35578,A-7836-2008
35579,J-9747-2012
35580,Q-4903-2017
35581,E-1870-2011
35582,D-3100-2011
35583,B-4149-2017
35584,K-1131-2016
35585,C-3148-2011
35586,P-3986-2017
35587,A-3808-2016
35588,D-4463-2015
35589,G-5811-2012
35590,B-6347-2011
35591,G-1237-2018
35592,D-4113-2009
35593,B-3077-2009
35594,C-7078-2013
35595,K-7216-2013
35596,H-9363-2015
35597,M-4151-2016
35598,H-1119-2014
35599,D-5957-2016
35600,J-9120-2012
35601,K-7167-2013
35602,N-6115-2017
35603,A-8515-2009
35604,C-8665-2018
35605,F-4986-2011
35606,K-9429-2014
35607,H-3650-2014
35608,D-2950-2016
35609,I-4145-2016
35610,E-8476-2014
35611,A-1558-2015
35612,N-5925-2017
35613,E-8164-2012
35614,C-7208-2014
35615,A-8545-2009
35616,G-4121-2013
35617,N-2021-2013
35618,D-7350-2013
35619,O-1980-2015
35620,L-5600-2013
35621,K-6319-2014
35622,B-2088-2009
35623,A-7542-2009
35624,B-7274-2013
35625,K-9229-2016
35626,A-1773-2014
35627,P-8395-2015
35628,N-8573-2013
35629,C-6500-2017
35630,B-5003-2012
35631,J-5692-2018
35632,C-2218-2015
35633,H-8214-2014
35634,D-5618-2015
35635,B-6218-2012
35636,B-2261-2015
35637,D-2808-2014
35638,A-1023-2007
35639,N-6452-2018
35640,A-5530-2008
35641,B-1458-2010
35642,C-1858-2013
35643,F-8021-2010
35644,C-7500-2011
35645,B-4233-2013
35646,B-7783-2016
35647,N-4220-2014
35648,J-7473-2013
35649,F-8531-2011
35650,B-6522-2013
35651,B-8706-2014
35652,E-7311-2011
35653,G-2584-2012
35654,G-4388-2012
35655,B-2842-2016
35656,J-9347-2016
35657,L-5264-2013
35658,G-1651-2011
35659,J-4735-2014
35660,J-5233-2014
35661,B-9328-2018
35662,G-7121-2011
35663,B-9992-2013
35664,L-8473-2014
35665,H-3863-2016
35666,F-8529-2011
35667,K-5043-2015
35668,P-8237-2015
35669,G-6141-2012
35670,B-4407-2011
35671,H-5067-2012
35672,G-5093-2012
35673,C-5440-2015
35674,I-8980-2014
35675,D-1499-2009
35676,Q-1699-2016
35677,D-2602-2014
35678,C-9866-2014
35679,J-5119-2015
35680,P-4372-2015
35681,M-4396-2013
35682,K-7120-2012
35683,A-9251-2017
35684,H-2344-2012
35685,B-3034-2011
35686,L-4307-2016
35687,O-3313-2017
35688,G-8836-2012
35689,A-1808-2011
35690,N-7676-2017
35691,L-1547-2016
35692,D-2536-2010
35693,G-8353-2018
35694,O-4741-2017
35695,J-8443-2017
35696,G-6260-2015
35697,E-4049-2012
35698,J-6472-2014
35699,K-6614-2012
35700,G-6061-2018
35701,Q-4686-2017
35702,F-1593-2010
35703,V-2882-2017
35704,O-7264-2014
35705,E-4578-2018
35706,N-1733-2014
35707,H-6453-2018
35708,N-7049-2017
35709,E-1518-2012
35710,I-6114-2012
35711,H-7106-2016
35712,A-3303-2010
35713,K-6689-2015
35714,H-5785-2011
35715,E-4084-2010
35716,I-6293-2015
35717,C-8866-2011
35718,D-5418-2014
35719,E-4723-2012
35720,E-3806-2016
35721,L-3857-2014
35722,B-7678-2008
35723,B-8115-2012
35724,P-7196-2014
35725,D-3931-2012
35726,C-4140-2013
35727,K-7705-2015
35728,A-9535-2016
35729,D-7514-2016
35730,B-4864-2012
35731,G-6132-2011
35732,M-8404-2013
35733,E-6935-2013
35734,D-3538-2017
35735,N-1791-2014
35736,H-2307-2016
35737,F-2509-2011
35738,A-5243-2008
35739,A-5433-2012
35740,A-2315-2008
35741,A-1109-2017
35742,D-4735-2012
35743,H-1019-2014
35744,D-6430-2015
35745,H-2264-2011
35746,P-4088-2014
35747,I-9584-2018
35748,N-3526-2013
35749,L-3947-2018
35750,K-4480-2017
35751,J-2586-2016
35752,F-8578-2011
35753,F-3905-2015
35754,A-3548-2017
35755,G-1879-2017
35756,P-7807-2017
35757,O-5197-2018
35758,C-2267-2009
35759,G-6318-2010
35760,B-7466-2011
35761,G-6027-2014
35762,U-8738-2017
35763,R-1308-2016
35764,A-2173-2010
35765,F-9398-2010
35766,U-5378-2017
35767,G-3310-2012
35768,A-7635-2012
35769,G-3278-2012
35770,B-3120-2008
35771,L-4342-2017
35772,F-5701-2012
35773,F-5590-2010
35774,D-9367-2016
35775,A-5963-2008
35776,F-4212-2010
35777,H-8234-2016
35778,N-2664-2018
35779,D-2271-2016
35780,R-4436-2016
35781,D-7879-2017
35782,H-2685-2017
35783,N-1461-2015
35784,C-1470-2011
35785,F-1588-2011
35786,A-3338-2013
35787,A-2291-2014
35788,B-4012-2010
35789,A-3004-2011
35790,A-1118-2007
35791,J-9063-2018
35792,S-6656-2017
35793,I-5017-2012
35794,L-2481-2013
35795,A-4642-2008
35796,G-4999-2013
35797,I-6291-2016
35798,C-5875-2016
35799,K-3772-2013
35800,D-1551-2017
35801,D-8577-2012
35802,H-1637-2012
35803,I-7310-2012
35804,G-3859-2010
35805,O-7221-2018
35806,A-5405-2010
35807,E-7653-2016
35808,D-8756-2011
35809,F-9963-2014
35810,P-4364-2014
35811,A-8690-2010
35812,D-1761-2013
35813,T-4835-2017
35814,J-9569-2015
35815,I-8246-2018
35816,N-2395-2017
35817,O-2508-2016
35818,P-4465-2017
35819,H-6640-2017
35820,P-6765-2014
35821,M-5559-2017
35822,F-6056-2012
35823,P-4709-2014
35824,C-6047-2016
35825,D-3200-2015
35826,L-8156-2016
35827,D-1510-2009
35828,N-9931-2018
35829,E-6243-2017
35830,D-5520-2013
35831,J-8958-2012
35832,S-9734-2017
35833,J-3050-2017
35834,D-7394-2018
35835,A-6313-2017
35836,B-9368-2016
35837,A-9301-2009
35838,C-6195-2008
35839,A-7491-2016
35840,C-6490-2009
35841,E-4776-2011
35842,B-8749-2016
35843,F-8350-2016
35844,A-3909-2008
35845,J-8172-2015
35846,O-6220-2014
35847,G-5016-2015
35848,H-9749-2013
35849,I-2913-2012
35850,B-3540-2014
35851,M-7924-2016
35852,O-6180-2014
35853,Q-3072-2016
35854,A-8347-2009
35855,P-2576-2016
35856,B-4514-2018
35857,S-8947-2017
35858,P-4941-2018
35859,C-3063-2013
35860,M-4315-2014
35861,G-5310-2013
35862,P-1611-2017
35863,H-7835-2013
35864,A-3290-2010
35865,D-2623-2017
35866,D-1227-2009
35867,G-1048-2015
35868,M-1719-2013
35869,N-3362-2018
35870,B-3429-2012
35871,B-7807-2015
35872,A-9975-2009
35873,A-9005-2012
35874,B-5498-2013
35875,M-1569-2017
35876,J-8248-2014
35877,C-5266-2016
35878,B-2844-2017
35879,J-9585-2013
35880,C-4073-2015
35881,B-1826-2013
35882,K-8405-2014
35883,Q-8687-2016
35884,N-8864-2017
35885,K-1356-2017
35886,E-4901-2016
35887,I-7031-2013
35888,M-4093-2016
35889,B-1593-2017
35890,P-1858-2015
35891,B-8449-2012
35892,N-6157-2018
35893,D-8213-2012
35894,N-3922-2018
35895,D-7876-2015
35896,F-4324-2016
35897,D-4908-2018
35898,F-3940-2010
35899,A-4342-2010
35900,D-5027-2012
35901,A-9603-2009
35902,H-4891-2013
35903,H-1993-2017
35904,E-3532-2015
35905,L-2728-2015
35906,A-6635-2012
35907,F-6440-2012
35908,B-1274-2008
35909,M-7332-2016
35910,A-2829-2012
35911,Q-2954-2017
35912,E-6941-2011
35913,J-9156-2013
35914,B-4724-2015
35915,M-8251-2014
35916,D-1989-2009
35917,D-9152-2016
35918,F-6871-2011
35919,F-8628-2010
35920,A-2150-2017
35921,B-3437-2014
35922,P-4848-2014
35923,C-7127-2014
35924,E-2280-2013
35925,K-6742-2012
35926,A-3467-2008
35927,N-5633-2018
35928,D-4969-2014
35929,C-5490-2012
35930,T-5838-2017
35931,M-4286-2015
35932,F-3882-2017
35933,S-2981-2017
35934,L-5241-2017
35935,J-2065-2014
35936,L-2591-2018
35937,P-1188-2018
35938,B-6794-2011
35939,B-4298-2011
35940,B-8080-2018
35941,M-5899-2014
35942,J-8723-2012
35943,L-9555-2017
35944,E-8516-2010
35945,B-3892-2009
35946,M-9172-2014
35947,E-9026-2012
35948,C-3732-2011
35949,B-5140-2008
35950,A-9423-2013
35951,M-8011-2014
35952,A-5159-2010
35953,M-6031-2018
35954,A-9035-2009
35955,M-1449-2015
35956,A-1629-2014
35957,B-8927-2017
35958,B-6668-2012
35959,C-6677-2013
35960,C-7973-2016
35961,B-4483-2009
35962,E-6094-2011
35963,C-4062-2008
35964,H-3447-2013
35965,L-3972-2015
35966,F-3693-2011
35967,G-1003-2011
35968,M-5370-2015
35969,P-5523-2016
35970,J-5391-2015
35971,A-3089-2009
35972,F-2074-2016
35973,G-3572-2012
35974,G-2970-2013
35975,J-7953-2018
35976,S-6811-2016
35977,N-4745-2015
35978,B-2768-2013
35979,A-9235-2016
35980,B-4788-2012
35981,B-5306-2012
35982,A-6940-2010
35983,L-4597-2017
35984,H-7963-2013
35985,B-6415-2013
35986,A-1324-2014
35987,J-8757-2013
35988,F-8007-2010
35989,D-8869-2015
35990,M-7799-2017
35991,F-2745-2015
35992,J-8034-2012
35993,Q-2896-2017
35994,E-8445-2017
35995,C-2690-2013
35996,N-7308-2014
35997,B-7367-2009
35998,K-8883-2013
35999,M-7232-2017
36000,O-5667-2016
36001,L-6216-2017
36002,B-9420-2014
36003,C-6440-2017
36004,E-3517-2010
36005,G-3715-2016
36006,D-3879-2009
36007,C-2698-2009
36008,D-8069-2011
36009,E-9420-2012
36010,A-8646-2009
36011,O-3238-2015
36012,A-4860-2008
36013,H-3546-2015
36014,G-9386-2016
36015,A-9127-2016
36016,R-4271-2016
36017,K-6124-2017
36018,A-4239-2009
36019,D-4922-2011
36020,M-8788-2014
36021,A-8656-2009
36022,B-3495-2013
36023,F-5204-2017
36024,P-5749-2018
36025,L-1727-2015
36026,G-6648-2011
36027,F-8080-2014
36028,D-3662-2009
36029,R-4824-2017
36030,D-5312-2011
36031,C-3884-2016
36032,A-6494-2013
36033,G-3954-2011
36034,F-1266-2017
36035,C-3572-2011
36036,G-5902-2015
36037,N-3686-2014
36038,G-7017-2012
36039,M-2070-2017
36040,F-7863-2013
36041,A-4457-2014
36042,C-6039-2014
36043,T-9462-2017
36044,S-2038-2016
36045,O-3462-2016
36046,J-9188-2014
36047,K-4894-2015
36048,J-8999-2014
36049,H-1278-2012
36050,J-5930-2012
36051,L-3991-2016
36052,M-1997-2016
36053,B-8170-2015
36054,C-1417-2012
36055,H-6559-2013
36056,E-4965-2011
36057,I-5162-2013
36058,E-3527-2010
36059,A-7612-2009
36060,G-4016-2014
36061,I-5187-2017
36062,F-5069-2010
36063,C-4923-2009
36064,G-6441-2011
36065,G-8233-2011
36066,C-9543-2011
36067,F-7253-2016
36068,D-8824-2013
36069,B-2601-2014
36070,H-1094-2012
36071,L-2909-2017
36072,E-6851-2010
36073,D-4617-2014
36074,D-4572-2014
36075,J-8719-2014
36076,D-7153-2013
36077,B-9178-2013
36078,G-2391-2015
36079,C-7344-2009
36080,I-7698-2013
36081,F-2390-2013
36082,I-6208-2013
36083,G-8552-2016
36084,A-3609-2012
36085,D-1439-2010
36086,O-8232-2018
36087,A-9668-2011
36088,M-3235-2014
36089,K-4405-2015
36090,C-8532-2016
36091,O-4715-2018
36092,G-4045-2014
36093,A-6035-2008
36094,M-5421-2013
36095,G-9779-2011
36096,B-9172-2012
36097,A-5131-2012
36098,A-1876-2010
36099,A-9918-2016
36100,B-9809-2012
36101,A-6380-2014
36102,B-8773-2009
36103,B-8493-2012
36104,L-4980-2017
36105,G-3447-2016
36106,B-9836-2018
36107,O-2947-2018
36108,D-9934-2013
36109,F-3941-2011
36110,J-9454-2017
36111,A-5211-2014
36112,A-8204-2015
36113,G-3949-2017
36114,C-3287-2014
36115,N-9539-2017
36116,E-7344-2011
36117,A-8743-2008
36118,E-3502-2010
36119,D-4024-2009
36120,P-2577-2016
36121,C-9763-2011
36122,F-6155-2013
36123,H-1317-2016
36124,B-1448-2015
36125,G-8212-2014
36126,E-4364-2017
36127,D-1266-2009
36128,D-1253-2009
36129,F-9588-2012
36130,B-8002-2018
36131,I-3779-2016
36132,E-3203-2011
36133,E-8278-2010
36134,B-8980-2017
36135,N-2157-2017
36136,A-4396-2013
36137,A-7142-2009
36138,J-4620-2013
36139,N-9343-2014
36140,H-9844-2013
36141,C-7333-2011
36142,C-6874-2009
36143,J-7776-2012
36144,F-2102-2010
36145,L-2077-2015
36146,C-8852-2016
36147,H-7039-2016
36148,S-7945-2016
36149,C-3386-2013
36150,J-5838-2013
36151,B-3426-2017
36152,H-7507-2013
36153,B-8144-2015
36154,A-8086-2009
36155,Q-7617-2016
36156,F-7973-2018
36157,E-6797-2017
36158,S-7007-2016
36159,B-1976-2008
36160,B-8729-2018
36161,D-3160-2012
36162,G-8800-2011
36163,B-3316-2015
36164,L-6620-2014
36165,F-5913-2012
36166,U-5109-2017
36167,G-3195-2012
36168,B-9067-2017
36169,C-3438-2013
36170,F-6140-2016
36171,N-2377-2017
36172,I-4321-2017
36173,J-2002-2016
36174,G-1142-2010
36175,D-7458-2016
36176,A-5788-2008
36177,H-4577-2015
36178,C-8916-2009
36179,G-7441-2011
36180,E-4588-2017
36181,O-3913-2014
36182,B-9931-2016
36183,F-7396-2013
36184,E-1938-2016
36185,H-6585-2014
36186,G-3954-2013
36187,G-6669-2017
36188,G-9068-2013
36189,D-6131-2011
36190,B-3301-2008
36191,G-8691-2013
36192,H-2303-2015
36193,K-3477-2015
36194,F-2419-2014
36195,J-8731-2014
36196,J-2762-2018
36197,F-9415-2015
36198,B-5797-2008
36199,C-4095-2018
36200,G-3563-2015
36201,K-7378-2012
36202,P-8557-2014
36203,M-1060-2015
36204,G-6972-2014
36205,F-1010-2011
36206,H-4891-2011
36207,F-5308-2010
36208,B-1453-2009
36209,H-2999-2012
36210,M-9517-2014
36211,A-7271-2009
36212,B-4714-2009
36213,G-9829-2011
36214,N-2855-2015
36215,J-6736-2013
36216,C-3359-2013
36217,H-9522-2016
36218,D-7646-2016
36219,G-9003-2012
36220,F-3927-2017
36221,K-1611-2018
36222,I-5861-2016
36223,B-5316-2008
36224,B-5438-2014
36225,N-2811-2015
36226,B-4275-2011
36227,E-7481-2012
36228,M-3259-2013
36229,J-9493-2013
36230,D-5761-2011
36231,K-8487-2017
36232,A-4772-2018
36233,A-9133-2008
36234,D-7590-2011
36235,G-1347-2010
36236,A-4179-2012
36237,H-3761-2011
36238,L-3095-2016
36239,A-1508-2010
36240,B-3757-2008
36241,W-3809-2017
36242,M-4725-2013
36243,A-9467-2013
36244,I-8740-2016
36245,B-5871-2013
36246,A-9782-2009
36247,K-1428-2017
36248,D-8560-2011
36249,D-9250-2014
36250,I-7899-2014
36251,M-4263-2016
36252,A-2463-2008
36253,J-3137-2012
36254,C-9177-2016
36255,K-5562-2015
36256,P-3893-2017
36257,G-1375-2010
36258,C-2647-2008
36259,N-7230-2017
36260,C-7090-2018
36261,H-7870-2013
36262,C-9146-2016
36263,A-7974-2013
36264,P-4833-2018
36265,F-8409-2015
36266,S-2618-2016
36267,H-1441-2011
36268,K-3891-2015
36269,F-3556-2010
36270,L-5162-2013
36271,G-2822-2016
36272,J-9970-2014
36273,C-9136-2015
36274,M-2334-2014
36275,A-8225-2012
36276,G-6626-2015
36277,N-5144-2016
36278,N-6256-2015
36279,H-1353-2017
36280,C-4406-2016
36281,B-9042-2015
36282,A-1971-2009
36283,C-9890-2009
36284,C-9522-2013
36285,J-9802-2015
36286,H-6598-2016
36287,J-3118-2013
36288,A-3174-2011
36289,U-3162-2017
36290,F-6113-2010
36291,O-4402-2016
36292,A-2211-2014
36293,G-7507-2011
36294,A-7921-2012
36295,D-4867-2016
36296,R-9348-2016
36297,R-9354-2016
36298,N-4221-2018
36299,F-3528-2010
36300,B-4682-2011
36301,B-9303-2008
36302,K-9289-2013
36303,L-3411-2017
36304,G-2512-2010
36305,L-6675-2013
36306,C-6918-2018
36307,O-4992-2016
36308,D-2890-2013
36309,S-5586-2016
36310,C-6285-2018
36311,I-2180-2014
36312,H-1713-2018
36313,B-8701-2011
36314,A-4987-2013
36315,E-1341-2016
36316,H-3848-2012
36317,A-2984-2016
36318,O-9780-2017
36319,I-3639-2013
36320,F-9359-2013
36321,C-2512-2008
36322,E-3205-2011
36323,O-1944-2015
36324,P-3373-2018
36325,O-5458-2017
36326,A-8957-2008
36327,J-3416-2014
36328,G-4113-2012
36329,K-9262-2015
36330,I-3345-2013
36331,M-7654-2016
36332,C-1233-2018
36333,P-4777-2014
36334,C-8841-2011
36335,M-9350-2015
36336,N-8116-2018
36337,E-3135-2013
36338,G-8588-2013
36339,J-2445-2012
36340,A-4915-2014
36341,K-5452-2014
36342,I-9912-2017
36343,A-7719-2008
36344,A-8769-2009
36345,B-5887-2016
36346,A-7636-2009
36347,S-7246-2016
36348,H-6381-2015
36349,I-9270-2017
36350,M-2761-2015
36351,H-7361-2013
36352,G-6161-2012
36353,A-8386-2009
36354,A-2122-2015
36355,E-6250-2011
36356,G-4826-2015
36357,C-4902-2012
36358,E-1854-2011
36359,O-9774-2016
36360,C-8640-2013
36361,G-9118-2011
36362,D-6133-2017
36363,B-9132-2017
36364,N-3890-2017
36365,H-5860-2017
36366,J-6187-2015
36367,S-9068-2017
36368,L-8961-2016
36369,E-1946-2011
36370,M-9204-2014
36371,H-2791-2015
36372,B-8345-2011
36373,B-6224-2015
36374,D-3992-2011
36375,F-4035-2012
36376,B-5868-2008
36377,A-1596-2011
36378,B-1946-2009
36379,I-5658-2012
36380,O-4841-2014
36381,H-1939-2011
36382,A-4595-2008
36383,D-3370-2018
36384,G-4479-2015
36385,R-3910-2017
36386,L-9063-2017
36387,E-3783-2018
36388,A-6612-2008
36389,E-4993-2010
36390,F-2395-2010
36391,C-8017-2011
36392,B-8939-2008
36393,D-5017-2015
36394,L-6280-2015
36395,N-1999-2018
36396,M-6797-2013
36397,B-4033-2012
36398,B-4579-2018
36399,B-3469-2009
36400,F-1254-2011
36401,K-8784-2013
36402,N-7687-2017
36403,E-3207-2011
36404,K-7438-2013
36405,B-5030-2011
36406,I-5804-2018
36407,E-2465-2013
36408,D-6332-2015
36409,C-1669-2008
36410,A-9089-2009
36411,A-3809-2010
36412,F-7772-2015
36413,B-6958-2017
36414,B-7091-2015
36415,R-9454-2016
36416,F-1307-2011
36417,E-8479-2017
36418,A-3942-2016
36419,C-4184-2013
36420,F-8880-2013
36421,A-2297-2008
36422,D-3469-2013
36423,B-9584-2010
36424,C-5760-2011
36425,G-9462-2015
36426,F-6053-2013
36427,A-8337-2009
36428,E-4559-2016
36429,J-1359-2014
36430,J-1388-2014
36431,A-7714-2012
36432,D-1805-2010
36433,F-8058-2018
36434,I-3708-2013
36435,D-7571-2018
36436,E-4944-2014
36437,A-8114-2009
36438,I-5807-2012
36439,C-2508-2008
36440,E-9695-2010
36441,L-8853-2014
36442,A-7726-2009
36443,F-2295-2011
36444,G-3342-2012
36445,D-9582-2013
36446,F-6904-2011
36447,M-3489-2017
36448,G-6660-2015
36449,C-1851-2008
36450,F-2280-2011
36451,M-7749-2015
36452,O-9984-2014
36453,E-7213-2016
36454,T-9353-2017
36455,M-1566-2017
36456,F-5026-2015
36457,A-5704-2010
36458,J-6745-2012
36459,E-7994-2015
36460,I-4707-2014
36461,F-8004-2015
36462,D-5739-2018
36463,A-2062-2017
36464,E-7443-2012
36465,C-7539-2013
36466,Q-1742-2015
36467,H-1189-2018
36468,E-7878-2015
36469,B-9918-2012
36470,H-9387-2015
36471,A-8909-2009
36472,U-6508-2017
36473,C-7455-2014
36474,F-9815-2013
36475,O-2586-2013
36476,N-3246-2013
36477,K-9176-2018
36478,A-9027-2010
36479,M-3339-2015
36480,H-3654-2011
36481,G-6205-2015
36482,B-4832-2016
36483,I-2787-2014
36484,E-6917-2016
36485,D-1896-2014
36486,B-4668-2018
36487,B-6788-2011
36488,B-3314-2009
36489,F-4840-2010
36490,D-7496-2015
36491,F-8327-2010
36492,I-8340-2017
36493,U-9972-2017
36494,H-7419-2014
36495,B-2535-2010
36496,O-5661-2016
36497,C-2730-2016
36498,G-3665-2011
36499,B-8976-2013
36500,D-8297-2013
36501,B-4027-2012
36502,K-7407-2013
36503,A-5269-2008
